token	frequency	bucket	is_propn	caps_majority	lemma
chirped	16	common_gap	0	0	chirp
floppy	16	proper_noun	1	1	floppy
fog	16	common_gap	0	0	fog
frown	16	common_gap	0	0	frown
glowed	16	common_gap	0	0	glow
hanger	16	common_gap	0	0	hanger
jogging	16	common_gap	0	0	jog
lizzie	16	proper_noun	1	1	lizzie
meow	16	proper_noun	1	0	meow
meowed	16	common_gap	0	0	meow
mug	16	proper_noun	1	0	mug
napkin	16	common_gap	0	0	napkin
patiently	16	common_gap	0	0	patiently
pinch	16	common_gap	0	0	pinch
reverse	16	common_gap	0	0	reverse
sausages	16	common_gap	0	0	sausage
seal	16	common_gap	0	0	seal
steam	16	common_gap	0	0	steam
stitch	16	common_gap	0	0	stitch
sunrise	16	common_gap	0	0	sunrise
tap	16	common_gap	0	0	tap
toast	16	common_gap	0	0	toast
unlock	16	common_gap	0	0	unlock
whip	16	common_gap	0	0	whip
zooming	16	common_gap	0	0	zoom
arrows	15	common_gap	0	0	arrow
bowed	15	common_gap	0	0	bow
bun	15	proper_noun	1	1	bun
cautiously	15	common_gap	0	0	cautiously
disturbed	15	common_gap	0	0	disturb
drain	15	common_gap	0	0	drain
elf	15	proper_noun	1	0	elf
getting	15	inflection_miss	0	0	get
hose	15	common_gap	0	0	hose
itch	15	common_gap	0	0	itch
johnson	15	proper_noun	1	1	johnson
larry	15	proper_noun	1	1	larry
lulu	15	proper_noun	1	1	lulu
mrs	15	proper_noun	1	1	mrs
neighbours	15	common_gap	0	0	neighbour
notebook	15	common_gap	0	0	notebook
oak	15	common_gap	0	0	oak
oxygen	15	common_gap	0	0	oxygen
pajamas	15	common_gap	0	0	pajama
pearl	15	common_gap	0	0	pearl
prettiest	15	common_gap	0	0	prettiest
ranch	15	common_gap	0	0	ranch
reminder	15	common_gap	0	0	reminder
robbie	15	proper_noun	1	1	robbie
sadness	15	common_gap	0	0	sadness
scattered	15	common_gap	0	0	scatter
snapped	15	common_gap	0	0	snap
tide	15	common_gap	0	0	tide
ventured	15	common_gap	0	0	venture
weep	15	common_gap	0	0	weep
whiskers	15	proper_noun	1	1	whisker
backpack	14	common_gap	0	0	backpack
barely	14	common_gap	0	0	barely
bloomed	14	common_gap	0	0	bloom
buzzing	14	common_gap	0	0	buzz
canvas	14	common_gap	0	0	canvas
celery	14	common_gap	0	0	celery
comfy	14	common_gap	0	0	comfy
cop	14	common_gap	0	0	cop
counting	14	inflection_miss	0	0	count
curiosity	14	proper_noun	1	0	curiosity
daniel	14	proper_noun	1	1	daniel
doug	14	proper_noun	1	1	doug
freezer	14	common_gap	0	0	freezer
giggling	14	proper_noun	1	0	giggle
giraffe	14	common_gap	0	0	giraffe
goodnight	14	proper_noun	1	0	goodnight
intrigued	14	common_gap	0	0	intrigue
jeep	14	common_gap	0	0	jeep
kim	14	proper_noun	1	1	kim
ladybug	14	proper_noun	1	0	ladybug
pillows	14	common_gap	0	0	pillow
rita	14	proper_noun	1	1	rita
ryan	14	proper_noun	1	1	ryan
scurried	14	common_gap	0	0	scurry
shovel	14	common_gap	0	0	shovel
sore	14	common_gap	0	0	sore
sprayed	14	common_gap	0	0	spray
starfish	14	common_gap	0	0	starfish
sticker	14	common_gap	0	0	sticker
stuck	14	inflection_miss	0	0	stick
surrendered	14	common_gap	0	0	surrender
suzie	14	proper_noun	1	1	suzie
thrilled	14	common_gap	0	0	thrill
tremble	14	common_gap	0	0	tremble
underneath	14	common_gap	0	0	underneath
abby	13	proper_noun	1	1	abby
airplane	13	common_gap	0	0	airplane
ambulance	13	common_gap	0	0	ambulance
bedtime	13	common_gap	0	0	bedtime
brighter	13	common_gap	0	0	brighter
cabinet	13	common_gap	0	0	cabinet
campfire	13	common_gap	0	0	campfire
cheek	13	common_gap	0	0	cheek
cricket	13	common_gap	0	0	cricket
cupcake	13	common_gap	0	0	cupcake
cushions	13	common_gap	0	0	cushion
eagle	13	common_gap	0	0	eagle
flora	13	proper_noun	1	1	flora
fluttering	13	common_gap	0	0	flutter
forgave	13	common_gap	0	0	forgave
foxes	13	common_gap	0	0	fox
gaze	13	common_gap	0	0	gaze
grape	13	common_gap	0	0	grape
hallway	13	common_gap	0	0	hallway
judy	13	proper_noun	1	1	judy
knelt	13	common_gap	0	0	knelt
lotion	13	common_gap	0	0	lotion
monsters	13	common_gap	0	0	monster
muffins	13	common_gap	0	0	muffin
nina	13	proper_noun	1	1	nina
olives	13	common_gap	0	0	olive
onwards	13	common_gap	0	0	onwards
outfit	13	common_gap	0	0	outfit
pears	13	common_gap	0	0	pear
poke	13	common_gap	0	0	poke
rob	13	proper_noun	1	1	rob
rockets	13	common_gap	0	0	rocket
rover	13	proper_noun	1	1	rover
sausage	13	common_gap	0	0	sausage
scolded	13	common_gap	0	0	scold
scrubbed	13	common_gap	0	0	scrub
seagull	13	common_gap	0	0	seagull
shed	13	common_gap	0	0	shed
shiver	13	common_gap	0	0	shiver
sip	13	common_gap	0	0	sip
soaring	13	common_gap	0	0	soar
spark	13	common_gap	0	0	spark
spit	13	common_gap	0	0	spit
stella	13	proper_noun	1	1	stella
sting	13	common_gap	0	0	sting
stirring	13	common_gap	0	0	stir
tease	13	common_gap	0	0	tease
tugged	13	common_gap	0	0	tug
twirl	13	common_gap	0	0	twirl
twist	13	common_gap	0	0	twist
unpacked	13	common_gap	0	0	unpacked
wiggly	13	proper_noun	1	1	wiggly
zipping	13	common_gap	0	0	zip
applauded	12	common_gap	0	0	applaud
barking	12	common_gap	0	0	bark
bathtub	12	common_gap	0	0	bathtub
batter	12	common_gap	0	0	batter
cardboard	12	common_gap	0	0	cardboard
carriage	12	common_gap	0	0	carriage
coral	12	common_gap	0	0	coral
crystal	12	proper_noun	1	0	crystal
daisies	12	common_gap	0	0	daisy
fireworks	12	common_gap	0	0	firework
flo	12	proper_noun	1	1	flo
holly	12	proper_noun	1	1	holly
hopes	12	inflection_miss	0	0	hope
kayla	12	proper_noun	1	1	kayla
lawn	12	common_gap	0	0	lawn
lick	12	common_gap	0	0	lick
mailman	12	common_gap	0	0	mailman
melon	12	common_gap	0	0	melon
michelle	12	proper_noun	1	1	michelle
muddy	12	common_gap	0	0	muddy
nectar	12	proper_noun	1	0	nectar
nutty	12	proper_noun	1	1	nutty
pam	12	proper_noun	1	1	pam
parrot	12	proper_noun	1	0	parrot
rory	12	proper_noun	1	1	rory
rusty	12	proper_noun	1	0	rusty
shannon	12	proper_noun	1	1	shannon
sidewalk	12	common_gap	0	0	sidewalk
snail	12	proper_noun	1	0	snail
soared	12	common_gap	0	0	soar
sparkle	12	common_gap	0	0	sparkle
superhero	12	common_gap	0	0	superhero
swung	12	common_gap	0	0	swung
tabby	12	proper_noun	1	1	tabby
temple	12	proper_noun	1	0	temple
warrior	12	common_gap	0	0	warrior
whistled	12	common_gap	0	0	whistle
armchair	11	common_gap	0	0	armchair
bang	11	proper_noun	1	0	bang
barks	11	common_gap	0	0	bark
becky	11	proper_noun	1	1	becky
brownie	11	proper_noun	1	1	brownie
bumpy	11	proper_noun	1	1	bumpy
burst	11	common_gap	0	0	burst
charles	11	proper_noun	1	1	charles
chirp	11	proper_noun	1	0	chirp
circus	11	common_gap	0	0	circus
claws	11	common_gap	0	0	claws
crackers	11	common_gap	0	0	cracker
creamy	11	common_gap	0	0	creamy
curled	11	common_gap	0	0	curl
denise	11	proper_noun	1	1	denise
dina	11	proper_noun	1	1	dina
dotty	11	proper_noun	1	1	dotty
drank	11	common_gap	0	0	drank
ernie	11	proper_noun	1	1	ernie
exhausted	11	common_gap	0	0	exhaust
exploring	11	inflection_miss	0	0	explore
fabric	11	common_gap	0	0	fabric
fisherman	11	common_gap	0	0	fisherman
ginger	11	proper_noun	1	1	ginger
gracefully	11	common_gap	0	0	gracefully
honking	11	common_gap	0	0	honking
horizon	11	common_gap	0	0	horizon
louie	11	proper_noun	1	1	louie
marshmallows	11	common_gap	0	0	marshmallow
maya	11	proper_noun	1	1	maya
melody	11	proper_noun	1	1	melody
mmm	11	proper_noun	1	1	mmm
nick	11	proper_noun	1	1	nick
noon	11	proper_noun	1	0	noon
oasis	11	common_gap	0	0	oasis
ostrich	11	common_gap	0	0	ostrich
paddle	11	common_gap	0	0	paddle
panic	11	common_gap	0	0	panic
pasta	11	common_gap	0	0	pasta
patrick	11	proper_noun	1	1	patrick
pedal	11	common_gap	0	0	pedal
precious	11	common_gap	0	0	precious
puppies	11	common_gap	0	0	puppy
scratch	11	common_gap	0	0	scratch
siblings	11	common_gap	0	0	sibling
sigh	11	common_gap	0	0	sigh
snuck	11	common_gap	0	0	snuck
soak	11	common_gap	0	0	soak
spaceship	11	common_gap	0	0	spaceship
spear	11	common_gap	0	0	spear
teasing	11	common_gap	0	0	tease
tess	11	proper_noun	1	1	tess
tigers	11	common_gap	0	0	tiger
trapped	11	common_gap	0	0	trap
tricky	11	common_gap	0	0	tricky
tug	11	common_gap	0	0	tug
vanished	11	common_gap	0	0	vanish
wags	11	common_gap	0	0	wag
wallet	11	common_gap	0	0	wallet
woof	11	proper_noun	1	1	woof
yelling	11	common_gap	0	0	yell
yucky	11	common_gap	0	0	yucky
angie	10	proper_noun	1	1	angie
ants	10	common_gap	0	0	ant
billboard	10	common_gap	0	0	billboard
bin	10	proper_noun	1	0	bin
budge	10	common_gap	0	0	budge
carla	10	proper_noun	1	1	carla
castles	10	common_gap	0	0	castle
cheering	10	common_gap	0	0	cheer
compassion	10	common_gap	0	0	compassion
crow	10	proper_noun	1	0	crow
cuddle	10	common_gap	0	0	cuddle
dare	10	common_gap	0	0	dare
david	10	proper_noun	1	1	david
dresser	10	common_gap	0	0	dresser
drifted	10	common_gap	0	0	drift
ellie	10	proper_noun	1	1	ellie
fluttered	10	common_gap	0	0	flutter
gazed	10	common_gap	0	0	gaze
grandbaby	10	proper_noun	1	0	grandbaby
grandchild	10	common_gap	0	0	grandchild
grin	10	common_gap	0	0	grin
hannah	10	proper_noun	1	1	hannah
helper	10	common_gap	0	0	helper
hider	10	common_gap	0	0	hider
hopeful	10	common_gap	0	0	hopeful
isabel	10	proper_noun	1	1	isabel
itchy	10	common_gap	0	0	itchy
jana	10	proper_noun	1	1	jana
jewels	10	proper_noun	1	0	jewel
jonas	10	proper_noun	1	1	jona
jug	10	common_gap	0	0	jug
kneeled	10	common_gap	0	0	kneel
linda	10	proper_noun	1	1	linda
liza	10	proper_noun	1	1	liza
logs	10	common_gap	0	0	log
luggage	10	common_gap	0	0	luggage
macy	10	proper_noun	1	1	macy
mae	10	proper_noun	1	1	mae
margaret	10	proper_noun	1	1	margaret
maxi	10	proper_noun	1	1	maxi
navy	10	proper_noun	1	0	navy
paddled	10	common_gap	0	0	paddle
patience	10	common_gap	0	0	patience
pippin	10	proper_noun	1	1	pippin
potion	10	common_gap	0	0	potion
quiz	10	common_gap	0	0	quiz
ray	10	common_gap	0	0	ray
ribbon	10	common_gap	0	0	ribbon
ribbons	10	common_gap	0	0	ribbon
russel	10	proper_noun	1	1	russel
scatter	10	common_gap	0	0	scatter
slap	10	common_gap	0	0	slap
slimy	10	common_gap	0	0	slimy
snatched	10	common_gap	0	0	snatch
sneak	10	common_gap	0	0	sneak
soapy	10	common_gap	0	0	soapy
someday	10	common_gap	0	0	someday
sophia	10	proper_noun	1	1	sophia
squealed	10	common_gap	0	0	squeal
storekeeper	10	common_gap	0	0	storekeeper
strip	10	proper_noun	1	0	strip
timothy	10	proper_noun	1	1	timothy
vowed	10	common_gap	0	0	vow
willow	10	proper_noun	1	1	willow
wisdom	10	common_gap	0	0	wisdom
wizard	10	proper_noun	1	0	wizard
yawn	10	common_gap	0	0	yawn
yuck	10	proper_noun	1	1	yuck
aeroplane	9	common_gap	0	0	aeroplane
ashley	9	proper_noun	1	1	ashley
ayla	9	proper_noun	1	1	ayla
banged	9	common_gap	0	0	bang
beam	9	common_gap	0	0	beam
beard	9	common_gap	0	0	beard
bongo	9	proper_noun	1	1	bongo
bravery	9	common_gap	0	0	bravery
bruce	9	proper_noun	1	1	bruce
cari	9	proper_noun	1	1	cari
chop	9	common_gap	0	0	chop
chris	9	proper_noun	1	1	chris
chuckled	9	common_gap	0	0	chuckle
cobweb	9	common_gap	0	0	cobweb
cuddled	9	common_gap	0	0	cuddle
diana	9	proper_noun	1	1	diana
dolly	9	common_gap	0	0	dolly
emilda	9	proper_noun	1	1	emilda
firefighters	9	common_gap	0	0	firefighter
gavin	9	proper_noun	1	1	gavin
gracie	9	proper_noun	1	1	gracie
grapes	9	common_gap	0	0	grape
greedy	9	common_gap	0	0	greedy
harry	9	proper_noun	1	1	harry
jean	9	proper_noun	1	1	jean
jeff	9	proper_noun	1	1	jeff
kingdom	9	common_gap	0	0	kingdom
kneel	9	common_gap	0	0	kneel
maisy	9	proper_noun	1	1	maisy
martin	9	proper_noun	1	1	martin
mattress	9	common_gap	0	0	mattress
nancy	9	proper_noun	1	1	nancy
nodding	9	common_gap	0	0	nod
oliver	9	proper_noun	1	1	oliver
onward	9	common_gap	0	0	onward
pancake	9	proper_noun	1	1	pancake
pancakes	9	common_gap	0	0	pancake
peered	9	common_gap	0	0	peer
pinky	9	proper_noun	1	1	pinky
purred	9	common_gap	0	0	purr
raccoon	9	common_gap	0	0	raccoon
reluctantly	9	common_gap	0	0	reluctantly
restore	9	common_gap	0	0	restore
roger	9	proper_noun	1	1	roger
ruby	9	proper_noun	1	1	ruby
sailboat	9	common_gap	0	0	sailboat
seeker	9	common_gap	0	0	seeker
slapped	9	common_gap	0	0	slap
speedy	9	proper_noun	1	1	speedy
startled	9	proper_noun	1	1	startle
stitches	9	common_gap	0	0	stitch
sunglasses	9	common_gap	0	0	sunglass
sylvester	9	proper_noun	1	1	sylvester
tub	9	common_gap	0	0	tub
twinkle	9	proper_noun	1	0	twinkle
uh	9	proper_noun	0	1	uh
unlocked	9	common_gap	0	0	unlocked
x	9	common_gap	0	0	x
yield	9	common_gap	0	0	yield
zoomy	9	proper_noun	1	1	zoomy
acceptor	8	proper_noun	1	1	acceptor
accomplishment	8	common_gap	0	0	accomplishment
adam	8	proper_noun	1	1	adam
ali	8	proper_noun	1	1	ali
applaud	8	common_gap	0	0	applaud
ashtray	8	proper_noun	1	0	ashtray
bat	8	common_gap	0	0	bat
beads	8	common_gap	0	0	bead
beloved	8	common_gap	0	0	belove
bluey	8	proper_noun	1	1	bluey
bows	8	common_gap	0	0	bow
chipmunk	8	common_gap	0	0	chipmunk
chirpie	8	proper_noun	1	1	chirpie
crumbs	8	common_gap	0	0	crumb
dan	8	proper_noun	1	1	dan
doves	8	common_gap	0	0	dove
dragonfly	8	common_gap	0	0	dragonfly
enjoyed	8	inflection_miss	0	0	enjoy
firemen	8	common_gap	0	0	fireman
gemma	8	proper_noun	1	1	gemma
gems	8	common_gap	0	0	gem
glee	8	common_gap	0	0	glee
glimmering	8	common_gap	0	0	glimmer
harper	8	proper_noun	1	1	harper
healed	8	common_gap	0	0	heal
hugging	8	common_gap	0	0	hug
jackie	8	proper_noun	1	1	jackie
jailer	8	common_gap	0	0	jailer
janie	8	proper_noun	1	1	janie
jenna	8	proper_noun	1	1	jenna
jennifer	8	proper_noun	1	1	jennifer
jessica	8	proper_noun	1	1	jessica
katie	8	proper_noun	1	1	katie
keeper	8	common_gap	0	0	keeper
lizzy	8	proper_noun	1	1	lizzy
magician	8	common_gap	0	0	magician
maple	8	proper_noun	1	1	maple
marching	8	common_gap	0	0	marching
masks	8	common_gap	0	0	mask
matt	8	proper_noun	1	1	matt
mazzy	8	proper_noun	1	1	mazzy
meri	8	proper_noun	1	1	meri
mermaid	8	common_gap	0	0	mermaid
nan	8	proper_noun	1	1	nan
pap	8	proper_noun	1	1	pap
pastels	8	common_gap	0	0	pastel
playtime	8	common_gap	0	0	playtime
prune	8	common_gap	0	0	prune
prunes	8	common_gap	0	0	prune
pudding	8	proper_noun	1	1	pudding
pupils	8	common_gap	0	0	pupil
quack	8	common_gap	0	0	quack
refreshing	8	common_gap	0	0	refresh
ripped	8	common_gap	0	0	rip
rumble	8	common_gap	0	0	rumble
sal	8	proper_noun	1	1	sal
sandcastles	8	common_gap	0	0	sandcastle
scampered	8	common_gap	0	0	scamper
sew	8	common_gap	0	0	sew
shined	8	common_gap	0	0	shin
shrinking	8	common_gap	0	0	shrink
sneezing	8	common_gap	0	0	sneeze
soaked	8	common_gap	0	0	soak
spidey	8	proper_noun	1	1	spidey
spikes	8	common_gap	0	0	spike
spooky	8	common_gap	0	0	spooky
spraying	8	common_gap	0	0	spray
sprinkles	8	common_gap	0	0	sprinkle
stem	8	common_gap	0	0	stem
stew	8	common_gap	0	0	stew
stirs	8	common_gap	0	0	stir
stripes	8	common_gap	0	0	stripe
t	8	proper_noun	1	1	t
telescope	8	common_gap	0	0	telescope
tick	8	common_gap	0	0	tick
tickle	8	common_gap	0	0	tickle
tiptoed	8	common_gap	0	0	tiptoe
twinkling	8	common_gap	0	0	twinkle
twisting	8	common_gap	0	0	twisting
unsure	8	common_gap	0	0	unsure
wagging	8	common_gap	0	0	wag
warmly	8	common_gap	0	0	warmly
acorns	7	common_gap	0	0	acorn
admiration	7	common_gap	0	0	admiration
afar	7	common_gap	0	0	afar
backwards	7	common_gap	0	0	backwards
bandages	7	common_gap	0	0	bandage
basement	7	common_gap	0	0	basement
bea	7	proper_noun	1	1	bea
beartie	7	proper_noun	1	1	beartie
beehive	7	common_gap	0	0	beehive
biggy	7	proper_noun	1	1	biggy
broom	7	common_gap	0	0	broom
buddy	7	proper_noun	1	1	buddy
buggy	7	proper_noun	1	1	buggy
bully	7	common_gap	0	0	bully
bump	7	common_gap	0	0	bump
burrow	7	common_gap	0	0	burrow
carol	7	proper_noun	1	1	carol
cheeks	7	common_gap	0	0	cheek
cherie	7	proper_noun	1	1	cherie
clarice	7	proper_noun	1	1	clarice
cliff	7	common_gap	0	0	cliff
cottage	7	common_gap	0	0	cottage
cracker	7	common_gap	0	0	cracker
crunchy	7	common_gap	0	0	crunchy
cubes	7	common_gap	0	0	cube
curiously	7	common_gap	0	0	curiously
diving	7	common_gap	0	0	diving
doorway	7	common_gap	0	0	doorway
dusty	7	common_gap	0	0	dusty
echoed	7	common_gap	0	0	echo
elin	7	proper_noun	1	1	elin
elle	7	proper_noun	1	1	elle
eric	7	proper_noun	1	1	eric
explorers	7	common_gap	0	0	explorer
faraway	7	common_gap	0	0	faraway
feast	7	common_gap	0	0	feast
flapping	7	common_gap	0	0	flap
flutter	7	common_gap	0	0	flutter
frankie	7	proper_noun	1	1	frankie
gabby	7	proper_noun	1	1	gabby
gina	7	proper_noun	1	1	gina
growling	7	common_gap	0	0	growl
hen	7	common_gap	0	0	hen
jessi	7	proper_noun	1	1	jessi
jessie	7	proper_noun	1	1	jessie
juliet	7	proper_noun	1	1	juliet
jumping	7	inflection_miss	0	0	jump
kaitlyn	7	proper_noun	1	1	kaitlyn
karen	7	proper_noun	1	1	karen
kari	7	proper_noun	1	1	kari
katy	7	proper_noun	1	1	katy
kin	7	proper_noun	1	1	kin
laughing	7	inflection_miss	0	0	laugh
leaking	7	common_gap	0	0	leak
leticia	7	proper_noun	1	1	leticia
libby	7	proper_noun	1	1	libby
licks	7	common_gap	0	0	lick
loop	7	common_gap	0	0	loop
maia	7	proper_noun	1	1	maia
mane	7	common_gap	0	0	mane
marker	7	common_gap	0	0	marker
marlon	7	proper_noun	1	1	marlon
marvin	7	proper_noun	1	1	marvin
mitten	7	common_gap	0	0	mitten
mona	7	proper_noun	1	1	mona
mosquito	7	common_gap	0	0	mosquito
noah	7	proper_noun	1	1	noah
paintbrush	7	common_gap	0	0	paintbrush
patty	7	proper_noun	1	1	patty
pause	7	common_gap	0	0	pause
pebbles	7	common_gap	0	0	pebble
pedals	7	common_gap	0	0	pedal
petey	7	proper_noun	1	1	petey
piper	7	proper_noun	1	1	piper
pirates	7	common_gap	0	0	pirate
pixie	7	proper_noun	1	1	pixie
poking	7	common_gap	0	0	poke
polishing	7	common_gap	0	0	polish
politely	7	common_gap	0	0	politely
popper	7	common_gap	0	0	popper
quackers	7	proper_noun	1	1	quacker
quilt	7	common_gap	0	0	quilt
ranger	7	common_gap	0	0	ranger
reassured	7	common_gap	0	0	reassure
ribbit	7	proper_noun	1	1	ribbit
ricky	7	proper_noun	1	1	ricky
riddle	7	common_gap	0	0	riddle
sabina	7	proper_noun	1	1	sabina
scaring	7	common_gap	0	0	scar
scratches	7	common_gap	0	0	scratch
screwdriver	7	common_gap	0	0	screwdriver
scurrying	7	common_gap	0	0	scurry
sharon	7	proper_noun	1	1	sharon
shivering	7	common_gap	0	0	shiver
spices	7	common_gap	0	0	spice
spoonful	7	common_gap	0	0	spoonful
squeezing	7	common_gap	0	0	squeeze
sternly	7	common_gap	0	0	sternly
stomped	7	common_gap	0	0	stomp
swooped	7	common_gap	0	0	swoop
teased	7	common_gap	0	0	tease
therese	7	proper_noun	1	1	therese
thomas	7	proper_noun	1	1	thomas
tickled	7	common_gap	0	0	tickle
tractor	7	common_gap	0	0	tractor
trampoline	7	common_gap	0	0	trampoline
treehouse	7	common_gap	0	0	treehouse
twirling	7	common_gap	0	0	twirl
waffles	7	common_gap	0	0	waffle
whoosh	7	proper_noun	1	0	whoosh
willie	7	proper_noun	1	1	willie
windy	7	common_gap	0	0	windy
worms	7	common_gap	0	0	worm
abi	6	proper_noun	1	1	abi
accomplished	6	common_gap	0	0	accomplish
alligator	6	common_gap	0	0	alligator
amanda	6	proper_noun	1	1	amanda
ana	6	proper_noun	1	1	ana
auntie	6	proper_noun	1	1	auntie
awake	6	common_gap	0	0	awake
beaver	6	common_gap	0	0	beaver
blooming	6	common_gap	0	0	bloom
bobbie	6	proper_noun	1	1	bobbie
brick	6	common_gap	0	0	brick
buckets	6	common_gap	0	0	bucket
bullies	6	common_gap	0	0	bully
buzzed	6	common_gap	0	0	buzz
caroline	6	proper_noun	1	1	caroline
cashier	6	common_gap	0	0	cashier
chad	6	proper_noun	1	1	chad
chases	6	common_gap	0	0	chase
chopping	6	common_gap	0	0	chop
connie	6	proper_noun	1	1	connie
cough	6	common_gap	0	0	cough
creativity	6	common_gap	0	0	creativity
dared	6	common_gap	0	0	dare
darling	6	common_gap	0	0	darling
devastated	6	common_gap	0	0	devastate
dinosaurs	6	common_gap	0	0	dinosaur
dipped	6	common_gap	0	0	dip
dippy	6	proper_noun	1	1	dippy
disturb	6	common_gap	0	0	disturb
dots	6	common_gap	0	0	dot
drift	6	common_gap	0	0	drift
dripping	6	common_gap	0	0	dripping
driveway	6	common_gap	0	0	driveway
ellen	6	proper_noun	1	1	ellen
faded	6	common_gap	0	0	fade
farewell	6	common_gap	0	0	farewell
fido	6	proper_noun	1	1	fido
flap	6	common_gap	0	0	flap
flavor	6	common_gap	0	0	flavor
flavors	6	common_gap	0	0	flavor
froggy	6	proper_noun	1	1	froggy
frosting	6	common_gap	0	0	frost
frowning	6	common_gap	0	0	frown
gobbled	6	common_gap	0	0	gobble
grassy	6	common_gap	0	0	grassy
ha	6	common_gap	0	0	ha
handy	6	common_gap	0	0	handy
hesitant	6	common_gap	0	0	hesitant
hissed	6	common_gap	0	0	hiss
honk	6	common_gap	0	0	honk
hood	6	common_gap	0	0	hood
horns	6	common_gap	0	0	horn
instantly	6	common_gap	0	0	instantly
jacob	6	proper_noun	1	1	jacob
jamie	6	proper_noun	1	1	jamie
jasmine	6	proper_noun	1	1	jasmine
jose	6	proper_noun	1	1	jose
josie	6	proper_noun	1	1	josie
joyfully	6	common_gap	0	0	joyfully
kimmy	6	proper_noun	1	1	kimmy
lacy	6	proper_noun	1	1	lacy
laura	6	proper_noun	1	1	laura
lee	6	proper_noun	1	1	lee
looking	6	inflection_miss	0	0	look
marc	6	proper_noun	1	1	marc
margo	6	proper_noun	1	1	margo
markers	6	common_gap	0	0	marker
marky	6	proper_noun	1	1	marky
medal	6	common_gap	0	0	medal
medals	6	common_gap	0	0	medal
mickey	6	proper_noun	1	1	mickey
minnie	6	proper_noun	1	1	minnie
missy	6	proper_noun	1	1	missy
mist	6	common_gap	0	0	mist
nathan	6	proper_noun	1	1	nathan
neenee	6	proper_noun	1	1	neenee
nervously	6	common_gap	0	0	nervously
newfound	6	common_gap	0	0	newfound
olly	6	proper_noun	1	1	olly
paola	6	proper_noun	1	1	paola
pecked	6	common_gap	0	0	pecked
pedaling	6	common_gap	0	0	pedal
pinchy	6	proper_noun	1	1	pinchy
pleaded	6	common_gap	0	0	plead
porcupine	6	proper_noun	1	0	porcupine
practised	6	common_gap	0	0	practise
prank	6	common_gap	0	0	prank
pupil	6	common_gap	0	0	pupil
racer	6	common_gap	0	0	racer
rainbows	6	common_gap	0	0	rainbow
rainy	6	common_gap	0	0	rainy
recorder	6	common_gap	0	0	recorder
reversed	6	common_gap	0	0	reverse
riley	6	proper_noun	1	1	riley
robin	6	proper_noun	1	1	robin
ruining	6	common_gap	0	0	ruin
ruler	6	common_gap	0	0	ruler
rustling	6	common_gap	0	0	rustle
satisfaction	6	common_gap	0	0	satisfaction
scent	6	common_gap	0	0	scent
scrubbing	6	common_gap	0	0	scrub
seth	6	proper_noun	1	1	seth
shauna	6	proper_noun	1	1	shauna
shivered	6	common_gap	0	0	shiver
shoo	6	proper_noun	1	0	shoo
silently	6	common_gap	0	0	silently
simone	6	proper_noun	1	1	simone
spanish	6	proper_noun	1	1	spanish
sponge	6	common_gap	0	0	sponge
squeaky	6	proper_noun	1	0	squeaky
stroked	6	common_gap	0	0	stroke
sweeties	6	common_gap	0	0	sweetie
sweety	6	proper_noun	1	1	sweety
tangled	6	common_gap	0	0	tangle
tock	6	common_gap	0	0	tock
toddler	6	common_gap	0	0	toddler
toni	6	proper_noun	1	1	toni
tornado	6	common_gap	0	0	tornado
trembled	6	common_gap	0	0	tremble
turnip	6	common_gap	0	0	turnip
ty	6	proper_noun	1	1	ty
tyler	6	proper_noun	1	1	tyler
vanish	6	common_gap	0	0	vanish
wandering	6	common_gap	0	0	wander
weeping	6	common_gap	0	0	weeping
widened	6	common_gap	0	0	widen
wiggled	6	common_gap	0	0	wiggle
wink	6	common_gap	0	0	wink
zoey	6	proper_noun	1	1	zoey
zookeeper	6	common_gap	0	0	zookeeper
acorn	5	common_gap	0	0	acorn
alfie	5	proper_noun	1	1	alfie
alicia	5	proper_noun	1	1	alicia
alvin	5	proper_noun	1	1	alvin
andrew	5	proper_noun	1	1	andrew
anny	5	proper_noun	1	1	anny
anticipation	5	common_gap	0	0	anticipation
appreciation	5	common_gap	0	0	appreciation
astronaut	5	common_gap	0	0	astronaut
bathrobe	5	common_gap	0	0	bathrobe
belly	5	common_gap	0	0	belly
blender	5	common_gap	0	0	blender
brad	5	proper_noun	1	1	brad
brian	5	proper_noun	1	1	brian
bumps	5	common_gap	0	0	bump
bunnies	5	common_gap	0	0	bunnie
buyer	5	common_gap	0	0	buyer
cactuses	5	common_gap	0	0	cactuse
calmly	5	common_gap	0	0	calmly
cape	5	common_gap	0	0	cape
carl	5	proper_noun	1	1	carl
choo	5	proper_noun	1	0	choo
clarissa	5	proper_noun	1	1	clarissa
cobwebs	5	common_gap	0	0	cobwebs
combed	5	common_gap	0	0	comb
comets	5	common_gap	0	0	comet
conquered	5	common_gap	0	0	conquer
daring	5	common_gap	0	0	dare
den	5	common_gap	0	0	den
doggie	5	common_gap	0	0	doggie
donkey	5	common_gap	0	0	donkey
dragons	5	common_gap	0	0	dragon
drip	5	common_gap	0	0	drip
ease	5	common_gap	0	0	ease
elsie	5	proper_noun	1	1	elsie
fins	5	common_gap	0	0	fins
fireflies	5	common_gap	0	0	firefly
firefly	5	common_gap	0	0	firefly
firmly	5	common_gap	0	0	firmly
flea	5	common_gap	0	0	flea
garry	5	proper_noun	1	1	garry
gigi	5	proper_noun	1	1	gigi
